,fz,purchasenumber,publishdate,startdata,enddata,placingway,customerinn,maxprice,okpdcode,okpdname,purchasobject,href
254,44,0176200005520001786,2020-12-08T13:56:30.406+03:00,"['2020-12-08', '13:56:30+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,300000,62.03,Услуги по управлению компьютерным оборудованием,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001786
255,44,0376100000420000046,2020-12-17T11:41:58.418+03:00,"['2020-12-14', '11:36:03+03:00']","['2020-12-25', '09:00:00+03:00']",Электронный аукцион,0105044421,97251.29,20.59,"Продукты химические прочие, не включенные в другие группировки",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100000420000046
256,44,0376100002720000043,2020-12-07T19:55:14.357+03:00,"['2020-12-07', '19:55:14+03:00']","['2020-12-15', '08:00:00+03:00']",Электронный аукцион,0105014177,493473.67,26.60,"Оборудование для облучения, электрическое диагностическое и терапевтическое, применяемые в медицинских целях","Качество поставляемого Товара должно соответствовать установленным требованиям для применения в медицине, что удостоверяется: регистрационным удостоверением; паспортом производителя, декларацией о соответствии или сертификатом соответствия. Поставляемый товар должен быть новым, который не был в употреблении, в ремонте, в том числе, который не был восстановлен, у которого не была осуществлена замена составных частей, не были восстановлены потребительские свойства. ",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100002720000043
257,44,0376100000420000043,2020-12-11T13:37:58.353+03:00,"['2020-12-08', '14:47:24+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105044421,1525833,20.59,"Продукты химические прочие, не включенные в другие группировки",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100000420000043
258,44,0276100000220000086,2020-12-02T18:37:26.606+03:00,"['2020-12-02', '18:37:26+03:00']","['2020-12-10', '09:00:00+03:00']",Электронный аукцион,0105018326,133000,31.01,Мебель для офисов и предприятий торговли,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0276100000220000086
259,44,0176200005520001938,2020-12-18T11:29:14.333+03:00,"['2020-12-18', '11:29:14+03:00']","['2020-12-28', '09:00:00+03:00']",Электронный аукцион,0105072228,7153500,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001938
260,44,0176200005520001697,2020-12-01T09:53:12.366+03:00,"['2020-12-01', '09:53:12+03:00']","['2020-12-09', '09:00:00+03:00']",Электронный аукцион,0105072228,28193.34,58.29,Услуги по изданию прочего программного обеспечения,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001697
261,44,0376100002720000042,2020-12-07T19:15:26.416+03:00,"['2020-12-07', '19:15:26+03:00']","['2020-12-15', '08:00:00+03:00']",Электронный аукцион,0105014177,5744893.98,26.20,Компьютеры и периферийное оборудование,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100002720000042
262,44,0176200005520001736,2020-12-03T16:55:01.735+03:00,"['2020-12-03', '16:55:01+03:00']","['2020-12-11', '09:00:00+03:00']",Электронный аукцион,0105072228,808819.58,10.41,Масла и жиры,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001736
263,44,0176200005520001827,2020-12-10T11:13:25.435+03:00,"['2020-12-10', '11:13:25+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,281399.28,81.21,Услуги по общей уборке зданий,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001827
264,44,0176200005520001698,2020-12-01T09:55:36.418+03:00,"['2020-12-01', '09:55:36+03:00']","['2020-12-09', '09:00:00+03:00']",Электронный аукцион,0105072228,15215700,62.02,"Услуги консультативные, связанные с компьютерной техникой",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001698
265,44,0176200005520001843,2020-12-11T10:47:44.453+03:00,"['2020-12-11', '10:47:44+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,758500,19.20,Нефтепродукты,в соответствии с частью IV «ТЕХНИЧЕСКАЯ ЧАСТЬ ДОКУМЕНТАЦИИ ОБ ЭЛЕКТРОННОМ АУКЦИОНЕ»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001843
266,44,,2020-12-18T12:04:17.378+03:00,,,,,,,,,
267,44,0376300000120000324,2020-12-10T12:50:11.708+03:00,"['2020-12-10', '12:50:11+03:00']","['2020-12-18', '07:00:00+03:00']",Электронный аукцион,0105038964,393285,,,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000324
268,44,0376300000120000333,2020-12-16T16:55:12.375+03:00,"['2020-12-16', '16:55:12+03:00']","['2020-12-25', '08:00:00+03:00']",Электронный аукцион,0105038964,4417200,61.90,Услуги телекоммуникационные прочие,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000333
269,44,0176200000820000022,2020-12-07T14:10:56.403+03:00,"['2020-12-07', '14:10:56+03:00']","['2020-12-15', '09:00:00+03:00']",Электронный аукцион,0105019873,1816449.5,19.20,Нефтепродукты,"Бензин автомобильный АИ-95 экологического класса не ниже К5, бензин автомобильный АИ-92 экологического класса не ниже К5",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200000820000022
270,44,0176200005520001806,2020-12-09T12:07:41.604+03:00,"['2020-12-09', '12:07:41+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,278628.1,10.39,"Фрукты, овощи и грибы переработанные и консервированные, не включенные в другие группировки",Поставка фруктов переработанных,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001806
271,44,0176100001820000028,2020-12-04T12:45:02.603+03:00,"['2020-12-04', '12:45:02+03:00']","['2020-12-14', '10:00:00+03:00']",Электронный аукцион,0105020117,101034.93,17.23,Принадлежности канцелярские бумажные,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100001820000028
272,44,0376300000120000304,2020-12-04T12:23:25.389+03:00,"['2020-12-04', '12:23:25+03:00']","['2020-12-14', '07:00:00+03:00']",Электронный аукцион,0105038964,1191003,68.10,Услуги по покупке и продаже собственного недвижимого имущества,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000304
273,44,,2020-12-01T17:01:57.387+03:00,,,,,,,,,
274,44,0376300000120000306,2020-12-04T12:45:05.413+03:00,"['2020-12-04', '12:45:05+03:00']","['2020-12-14', '07:00:00+03:00']",Электронный аукцион,0105038964,1191003,68.10,Услуги по покупке и продаже собственного недвижимого имущества,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000306
275,44,0876100000220000065,2020-12-01T14:36:44.628+03:00,"['2020-12-01', '14:36:44+03:00']","['2020-12-09', '10:00:00+03:00']",Электронный аукцион,0105066680,880000,17.23,Принадлежности канцелярские бумажные,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0876100000220000065
276,44,0176200005520001756,2020-12-11T10:40:09.440+03:00,"['2020-12-07', '11:48:07+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,1822100,32.50,Инструменты и оборудование медицинские,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001756
277,44,0176100003520000039,2020-12-02T12:16:21.572+03:00,"['2020-12-02', '10:57:38+03:00']","['2020-12-10', '11:04:00+03:00']",Электронный аукцион,0105047422,303514.8,62.09,Услуги в области информационных технологий прочие и компьютерные услуги,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100003520000039
278,44,0176200005520001689,2020-12-01T09:44:40.347+03:00,"['2020-12-01', '09:44:40+03:00']","['2020-12-09', '09:00:00+03:00']",Электронный аукцион,0105072228,140400,80.20,Услуги систем обеспечения безопасности,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001689
279,44,0376300021520000092,2020-12-11T16:37:26.939+03:00,"['2020-12-11', '16:37:26+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0104011222,5874812.94,,,Совместный аукцион на поставку  продуктов питания (молочная продукция)  ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300021520000092
280,44,0176200005520001814,2020-12-09T16:12:14.371+03:00,"['2020-12-09', '16:12:14+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,269634,19.20,Нефтепродукты,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001814
281,44,0176200005520001883,2020-12-15T12:26:58.478+03:00,"['2020-12-15', '12:26:58+03:00']","['2020-12-24', '09:00:00+03:00']",Электронный аукцион,0105072228,1020000,80.10,Услуги частных охранных служб,"Оказание услуг по охране территории, имущества, сооружений для ГБУЗ РА ""Кошехабльская ЦРБ""",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001883
282,44,0176200005520001764,2020-12-07T16:41:45.871+03:00,"['2020-12-07', '16:41:45+03:00']","['2020-12-15', '09:00:00+03:00']",Электронный аукцион,0105072228,96871.35,10.61,Продукция мукомольно-крупяного производства,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001764
283,44,0176100000720000020,2020-12-02T17:01:05.438+03:00,"['2020-12-02', '17:01:05+03:00']","['2020-12-10', '08:00:00+03:00']",Электронный аукцион,0105056113,400386.57,80.10,Услуги частных охранных служб,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100000720000020
284,44,0876100000220000070,2020-12-15T17:56:51.445+03:00,"['2020-12-15', '17:56:51+03:00']","['2020-12-23', '08:00:00+03:00']",Электронный аукцион,0105066680,965321.7,81.10,Услуги по комплексному обслуживанию помещений,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0876100000220000070
285,44,0176100003520000046,2020-12-11T15:04:40.390+03:00,"['2020-12-11', '15:04:40+03:00']","['2020-12-21', '12:19:00+03:00']",Электронный аукцион,0105047422,72000,80.20,Услуги систем обеспечения безопасности,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100003520000046
286,44,0176200005520001721,2020-12-03T08:58:50.419+03:00,"['2020-12-03', '08:58:50+03:00']","['2020-12-11', '09:00:00+03:00']","Электронный аукцион на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства, предусматривающих проектную документацию, утвержденную в порядке, установленном законодательством о градостроительной деятельности",0105072228,13695705,42.11,Дороги автомобильные и автомагистрали; строительные работы по строительству автомобильных дорог и автомагистралей,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001721
287,44,0176200005520001820,2020-12-10T09:35:44.397+03:00,"['2020-12-10', '09:35:44+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,213993,10.12,"Мясо сельскохозяйственной птицы и прочие продукты убоя, включая консервированные",в соответствии с частью IV «Техническая часть документации об электронном аукционе»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001820
288,44,0176100003520000042,2020-12-04T10:41:52.423+03:00,"['2020-12-04', '10:41:52+03:00']","['2020-12-14', '11:18:00+03:00']",Электронный аукцион,0105047422,386384,69.20,Услуги в области бухгалтерского учета; по проведению финансового аудита; по налоговому консультированию,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100003520000042
289,44,,2020-12-17T16:02:59.341+03:00,,,,,,,,,
290,44,0176300004720000073,2020-12-15T17:28:40.684+03:00,"['2020-12-14', '16:17:57+03:00']","['2020-12-23', '10:00:00+03:00']",Электронный аукцион,0103007791,121240,10.81,Сахар,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300004720000073
291,44,0176200005520001699,2020-12-01T11:00:53.433+03:00,"['2020-12-01', '11:00:53+03:00']","['2020-12-09', '09:00:00+03:00']",Электронный аукцион,0105072228,30133.2,28.23,"Машины офисные и оборудование, кроме компьютеров и периферийного оборудования",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001699
292,44,0176200005520001777,2020-12-08T12:12:14.367+03:00,"['2020-12-08', '12:12:14+03:00']","['2020-12-16', '09:00:00+03:00']",Электронный аукцион,0105072228,2234818.4,49.32,Услуги легкового такси и арендованных легковых автомобилей с водителем,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001777
293,44,0176200005520001853,2020-12-11T12:05:38.427+03:00,"['2020-12-11', '12:05:38+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,63804,10.61,Продукция мукомольно-крупяного производства,Поставка риса шелушенного,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001853
294,44,0176200005520001758,2020-12-07T12:34:32.591+03:00,"['2020-12-07', '12:34:32+03:00']","['2020-12-15', '09:00:00+03:00']",Электронный аукцион,0105072228,8106449.6,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001758
295,44,0876100000220000066,2020-12-01T15:13:56.407+03:00,"['2020-12-01', '15:13:56+03:00']","['2020-12-09', '08:00:00+03:00']",Электронный аукцион,0105066680,699988.77,17.23,Принадлежности канцелярские бумажные,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0876100000220000066
296,44,0376100007020000010,2020-12-09T23:49:42.359+03:00,"['2020-12-09', '23:49:42+03:00']","['2020-12-17', '07:00:00+03:00']",Электронный аукцион,0105047430,3846378,23.61,"Изделия из бетона, используемые в строительстве",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100007020000010
297,44,0176100003520000044,2020-12-08T11:32:32.404+03:00,"['2020-12-08', '11:32:32+03:00']","['2020-12-16', '10:49:00+03:00']",Электронный аукцион,0105047422,381300,69.20,Услуги в области бухгалтерского учета; по проведению финансового аудита; по налоговому консультированию,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100003520000044
298,44,0176200005520001784,2020-12-08T13:28:30.391+03:00,"['2020-12-08', '13:28:30+03:00']","['2020-12-16', '09:00:00+03:00']",Электронный аукцион,0105072228,287272.5,10.32,Продукция соковая из фруктов и овощей,Поставка продуктов питания (сок из фруктов и (или) овощей) в соответствии с частью IV «Техническая часть документации об электронном аукционе» Документации,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001784
299,44,0176300004720000087,2020-12-16T11:18:31.378+03:00,"['2020-12-16', '11:18:31+03:00']","['2020-12-24', '09:00:00+03:00']",Электронный аукцион,0103007791,6600000,71.11,Услуги в области архитектуры,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300004720000087
300,44,,2020-12-03T11:52:04.329+03:00,,,,,,,,,
301,44,0376100002720000042,2020-12-08T17:26:43.425+03:00,"['2020-12-07', '19:15:26+03:00']","['2020-12-16', '08:00:00+03:00']",Электронный аукцион,0105014177,5744893.98,26.20,Компьютеры и периферийное оборудование,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100002720000042
302,44,0176200005520001941,2020-12-18T11:46:13.369+03:00,"['2020-12-18', '11:46:13+03:00']","['2020-12-28', '09:00:00+03:00']",Электронный аукцион,0105072228,2047780,43.21,Работы электромонтажные,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001941
303,44,0176200005520001729,2020-12-03T10:56:31.383+03:00,"['2020-12-03', '10:56:31+03:00']","['2020-12-11', '09:00:00+03:00']",Электронный аукцион,0105072228,112658.04,62.03,Услуги по управлению компьютерным оборудованием,"в  соответствии с частью IV ""Техническая часть документации об электронном аукционе""",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001729
304,44,0176200005520001902,2020-12-16T11:17:46.420+03:00,"['2020-12-16', '11:17:46+03:00']","['2020-12-24', '09:00:00+03:00']",Электронный аукцион,0105072228,2178558,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001902
305,44,0176200005520001795,2020-12-09T10:24:21.379+03:00,"['2020-12-09', '10:24:21+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,9852000,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001795
306,44,0176200005520001732,2020-12-03T12:19:10.401+03:00,"['2020-12-03', '12:19:10+03:00']","['2020-12-11', '09:00:00+03:00']",Электронный аукцион,0105072228,43888,26.20,Компьютеры и периферийное оборудование,"Поставка МФУ и принтера для нужд Филиала государственного казенного учреждения Республики Адыгея ""Адыгейский республиканский центр занятости населения"" в Красногвардейском районе",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001732
307,44,,2020-12-16T16:20:16.388+03:00,,,,,,,,,
308,44,0376300000120000296,2020-12-02T17:28:47.375+03:00,"['2020-12-02', '17:28:47+03:00']","['2020-12-11', '07:00:00+03:00']",Электронный аукцион,0105038964,259932271.95,,,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000296
309,44,0376300000120000303,2020-12-04T12:13:10.365+03:00,"['2020-12-04', '12:13:10+03:00']","['2020-12-14', '07:00:00+03:00']",Электронный аукцион,0105038964,1191003,68.10,Услуги по покупке и продаже собственного недвижимого имущества,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000303
310,44,0176200005520001926,2020-12-17T13:45:20.485+03:00,"['2020-12-17', '13:45:20+03:00']","['2020-12-25', '09:00:00+03:00']",Электронный аукцион,0105072228,374792.5,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001926
311,44,,2020-12-01T19:55:19.385+03:00,,,,,,,,,
312,44,0176200005520001722,2020-12-03T09:07:48.352+03:00,"['2020-12-03', '09:07:48+03:00']","['2020-12-11', '09:00:00+03:00']","Электронный аукцион на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства, предусматривающих проектную документацию, утвержденную в порядке, установленном законодательством о градостроительной деятельности",0105072228,2986483,42.11,Дороги автомобильные и автомагистрали; строительные работы по строительству автомобильных дорог и автомагистралей,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001722
313,44,,2020-12-18T14:56:05.344+03:00,,,,,,,,,
314,44,0176200005520001787,2020-12-08T14:08:53.357+03:00,"['2020-12-08', '14:08:53+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,14545109,33.12,Услуги по ремонту оборудования,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001787
315,44,0176100004220000025,2020-12-09T09:31:03.399+03:00,"['2020-12-09', '09:31:03+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105044446,426272,19.20,Нефтепродукты,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100004220000025
316,44,0176300004720000083,2020-12-15T17:29:42.718+03:00,"['2020-12-15', '17:29:42+03:00']","['2020-12-23', '10:00:00+03:00']",Электронный аукцион,0103007791,443880,10.13,"Продукция мясная пищевая, в том числе из мяса птицы",В соответствии с Разделом 3. «Техническое задание»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300004720000083
317,44,0176200005520001912,2020-12-17T11:00:39.420+03:00,"['2020-12-17', '11:00:39+03:00']","['2020-12-25', '09:00:00+03:00']","Электронный аукцион на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства, предусматривающих проектную документацию, утвержденную в порядке, установленном законодательством о градостроительной деятельности",0105072228,2832960,43.21,Работы электромонтажные,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001912
318,44,0176200005520001742,2020-12-04T09:15:12.383+03:00,"['2020-12-04', '09:15:12+03:00']","['2020-12-14', '09:00:00+03:00']",Электронный аукцион,0105072228,823900,46.18,Услуги по оптовой торговле прочими отдельными товарами за вознаграждение или на договорной основе,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001742
319,44,0376300000120000322,2020-12-09T13:27:26.498+03:00,"['2020-12-09', '13:27:26+03:00']","['2020-12-17', '07:00:00+03:00']",Электронный аукцион,0105038964,1952888.4,10.81,Сахар,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000322
320,44,,2020-12-15T13:38:35.405+03:00,,,,,,,,,
321,44,0176200005520001872,2020-12-14T17:18:56.445+03:00,"['2020-12-14', '17:18:56+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0105072228,9690004.8,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001872
322,44,0176200005520001695,2020-12-01T09:51:19.477+03:00,"['2020-12-01', '09:51:19+03:00']","['2020-12-09', '09:00:00+03:00']",Электронный аукцион,0105072228,264800,14.12,Спецодежда,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001695
323,44,0876100000520000008,2020-12-03T15:05:38.333+03:00,"['2020-12-03', '15:05:38+03:00']","['2020-12-11', '10:00:00+03:00']",Электронный аукцион,0105067122,874440,61.90,Услуги телекоммуникационные прочие,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0876100000520000008
324,44,0176200005520001812,2020-12-09T14:46:05.388+03:00,"['2020-12-09', '14:46:05+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,88500,61.10,Услуги телекоммуникационные проводные,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001812
325,44,0176200005520001905,2020-12-16T11:34:51.339+03:00,"['2020-12-16', '11:34:51+03:00']","['2020-12-24', '09:00:00+03:00']",Электронный аукцион,0105072228,2933212.5,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001905
326,44,0176300004720000081,2020-12-15T16:50:50.687+03:00,"['2020-12-15', '16:50:50+03:00']","['2020-12-23', '10:00:00+03:00']",Электронный аукцион,0103007791,83380,,,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300004720000081
327,44,0176200005520001861,2020-12-14T10:39:56.371+03:00,"['2020-12-14', '10:39:56+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105072228,95343.84,32.50,Инструменты и оборудование медицинские,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001861
328,44,0376300000120000305,2020-12-04T12:33:42.418+03:00,"['2020-12-04', '12:33:42+03:00']","['2020-12-14', '07:00:00+03:00']",Электронный аукцион,0105038964,1191003,68.10,Услуги по покупке и продаже собственного недвижимого имущества,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000305
329,44,0176200005520001719,2020-12-02T16:50:42.411+03:00,"['2020-12-02', '16:50:42+03:00']","['2020-12-11', '09:00:00+03:00']",Электронный аукцион,0105072228,144122.19,,,Поставка продуктов  питания,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001719
330,44,0176200005520001887,2020-12-15T13:14:49.389+03:00,"['2020-12-15', '13:14:49+03:00']","['2020-12-24', '09:00:00+03:00']",Электронный аукцион,0105072228,2874900,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001887
331,44,0176200005520001833,2020-12-10T12:31:36.384+03:00,"['2020-12-10', '12:31:36+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,1574348.16,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001833
332,44,0376300000120000329,2020-12-16T10:19:41.466+03:00,"['2020-12-16', '10:19:41+03:00']","['2020-12-24', '07:00:00+03:00']",Электронный аукцион,0105038964,8879300,42.11,Дороги автомобильные и автомагистрали; строительные работы по строительству автомобильных дорог и автомагистралей,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000329
333,44,0376300000120000327,2020-12-11T17:12:56.718+03:00,"['2020-12-11', '17:12:56+03:00']","['2020-12-21', '07:00:00+03:00']",Электронный аукцион,0105038964,679759.74,,,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000327
334,44,0376300000120000316,2020-12-04T16:03:03.767+03:00,"['2020-12-04', '16:03:03+03:00']","['2020-12-14', '07:00:00+03:00']",Электронный аукцион,0105038964,5153085,10.20,"Рыба переработанная и консервированная, ракообразные и моллюски",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000316
335,44,,2020-12-17T10:29:22.564+03:00,,,,,,,,,
336,44,0376300021520000091,2020-12-11T11:00:04.977+03:00,"['2020-12-11', '11:00:04+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0104011222,1243404.82,,,"Совместный аукцион на поставку  продуктов питания (сыр твердых сортов, сахар)  ",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300021520000091
337,44,0176200005520001863,2020-12-14T10:54:47.428+03:00,"['2020-12-14', '10:54:47+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0105072228,83595,19.20,Нефтепродукты,Поставка бензина автомобильного и дизельного топлива,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001863
338,44,0176100001820000027,2020-12-01T15:10:15.424+03:00,"['2020-12-01', '15:10:15+03:00']","['2020-12-09', '10:00:00+03:00']",Электронный аукцион,0105020117,550000,19.20,Нефтепродукты,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100001820000027
339,44,0876100000220000067,2020-12-02T21:00:08.370+03:00,"['2020-12-02', '21:00:08+03:00']","['2020-12-10', '08:00:00+03:00']",Электронный аукцион,0105066680,813441.6,19.20,Нефтепродукты,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0876100000220000067
340,44,,2020-12-15T17:02:04.318+03:00,,,,,,,,,
341,44,0376100002720000043,2020-12-15T14:03:32.543+03:00,"['2020-12-07', '19:55:14+03:00']","['2020-12-23', '08:00:00+03:00']",Электронный аукцион,0105014177,493473.67,26.60,"Оборудование для облучения, электрическое диагностическое и терапевтическое, применяемые в медицинских целях","Качество поставляемого Товара должно соответствовать установленным требованиям для применения в медицине, что удостоверяется: регистрационным удостоверением; паспортом производителя, декларацией о соответствии или сертификатом соответствия. Поставляемый товар должен быть новым, который не был в употреблении, в ремонте, в том числе, который не был восстановлен, у которого не была осуществлена замена составных частей, не были восстановлены потребительские свойства. ",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100002720000043
